vehicle_id,device_id,ride_date,minute_offset,max_current_per_throttle_ratio,above_threshold
116IAG,16116760,2026-08-24,839,1.34,True
116IAG,16116760,2026-08-24,840,1.157,True
116IAG,16116760,2026-08-24,841,1.191,True
116IAG,16116760,2026-08-24,845,1.15,True
116IAG,16116760,2026-08-24,846,0.437,False
116IAG,16116760,2026-08-24,847,1.129,False
116IAG,16116760,2026-08-24,850,0.944,False
116IAG,16116760,2026-08-24,851,1.048,False
116IAG,16116760,2026-08-24,852,3.521,True
116IAG,16116760,2026-08-24,853,1.246,True
116IAG,16116760,2026-08-24,854,1.07,False
116IAG,16116760,2026-08-24,855,0.678,False
116IAG,16116760,2026-08-24,857,0.716,False
116IAG,16116760,2026-08-24,858,1.352,True
116IAG,16116760,2026-08-24,859,1.126,False
116IAG,16116760,2026-08-24,860,2.009,True
116IAG,16116760,2026-08-24,861,0.727,False
116IAG,16116760,2026-08-24,864,1.179,True
116IAG,16116760,2026-08-24,865,0.928,False
116IAG,16116760,2026-08-24,866,1.471,True
116IAG,16116760,2026-08-24,867,0.939,False
116IAG,16116760,2026-08-24,868,0.722,False
116IAG,16116760,2026-08-24,870,0.637,False
116IAG,16116760,2026-08-24,871,0.951,False
116IAG,16116760,2026-08-24,872,0.672,False
116IAG,16116760,2026-08-24,874,0.538,False
116IAG,16116760,2026-08-24,875,0.818,False
116IAG,16116760,2026-08-24,880,1.061,False
116IAG,16116760,2026-08-24,881,0.412,False
116IAG,16116760,2026-08-24,882,1.176,True
116IAG,16116760,2026-08-24,883,1.232,True
116IAG,16116760,2026-08-24,884,1.254,True
116IAG,16116760,2026-08-24,886,1.207,True
116IAG,16116760,2026-08-24,887,1.022,False
116IAG,16116760,2026-08-24,888,0.807,False
116IAG,16116760,2026-08-24,889,1.232,True
116IAG,16116760,2026-08-24,890,1.131,False
116IAG,16116760,2026-08-24,894,1.076,False
116IAG,16116760,2026-08-24,895,1.101,False
116IAG,16116760,2026-08-24,896,1.954,True
116IAG,16116760,2026-08-24,897,0.609,False
116IAG,16116760,2026-08-24,898,0.973,False
116IAG,16116760,2026-08-24,899,1.393,True
116IAG,16116760,2026-08-24,900,1.286,True
116IAG,16116760,2026-08-24,901,0.599,False
116IAG,16116760,2026-08-24,902,1.353,True
116IAG,16116760,2026-08-24,903,1.021,False
116IAG,16116760,2026-08-24,907,0.805,False
116IAG,16116760,2026-08-24,908,1.143,True
116IAG,16116760,2026-08-24,909,0.324,False
116IAG,16116760,2026-08-24,910,1.198,True
116IAG,16116760,2026-08-24,911,0.185,False
116IAG,16116760,2026-08-24,912,1.135,False
116IAG,16116760,2026-08-24,913,0.799,False
116IAG,16116760,2026-08-24,914,1.224,True
116IAG,16116760,2026-08-24,915,0.969,False
116IAG,16116760,2026-08-24,916,0.721,False
116IAG,16116760,2026-08-24,917,1.005,False
116IAG,16116760,2026-08-24,918,1.226,True
116IAG,16116760,2026-08-24,919,0.26,False
116IAG,16116760,2026-08-24,920,1.209,True
116IAG,16116760,2026-08-24,921,1.334,True
116IAG,16116760,2026-08-24,922,0.722,False
116IAG,16116760,2026-08-24,924,1.235,True
116IAG,16116760,2026-08-24,925,1.078,False
116IAG,16116760,2026-08-24,926,0.639,False
116IAG,16116760,2026-08-24,927,1.24,True
116IAG,16116760,2026-08-24,928,1.165,True
116IAG,16116760,2026-08-24,929,0.924,False
